"scientificName","Family","nativeStatus","plantOrigin"
"Acer grandidentatum var. sinuosum","Aceraceae","L48(N)","native"
"Acer griseum","Aceraceae",NA,NA
"Acer japonicum","Aceraceae","CAN(I)NA(I)","alien"
"Acer leucoderme","Aceraceae","L48(N)","native"
"Acer leucoderme X saccharum","Aceraceae",NA,NA
"Acer macrophyllum","Aceraceae","L48(N)CAN(N)","native"
"Acer negundo","Aceraceae","L48(N)CAN(N)","native"
"Acer negundo var. arizonicum","Aceraceae","L48(N)","native"
"Acer negundo var. californicum","Aceraceae","L48(N)","native"
"Acer negundo var. interius","Aceraceae","L48(N)","native"
"Acer negundo var. negundo","Aceraceae","L48(N)CAN(N)","native"
"Acer negundo var. texanum","Aceraceae","L48(N)","native"
"Acer negundo var. violaceum","Aceraceae","L48(N)","native"
"Acer nigrum","Aceraceae","L48(N)CAN(N)","native"
"Acer opalus","Aceraceae",NA,NA
"Acer opalus ssp. obtusatum","Aceraceae",NA,NA
"Acer palmatum","Aceraceae","L48(I)CAN(I)","alien"
"Acer pensylvanicum","Aceraceae","L48(N)CAN(N)","native"
"Acer platanoides","Aceraceae","L48(I)CAN(I)","alien"
"Acer pseudoplatanus","Aceraceae","L48(I)CAN(I)","alien"
"Acer rubrum","Aceraceae","L48(N)CAN(N)","native"
"Acer rubrum var. drummondii","Aceraceae","L48(N)","native"
"Acer rubrum var. rubrum","Aceraceae","L48(N)CAN(N)","native"
"Acer rubrum var. trilobum","Aceraceae","L48(N)CAN(N)","native"
"Acer saccharinum","Aceraceae","L48(N)CAN(N)","native"
"Acer saccharum","Aceraceae","L48(N)CAN(N)","native"
"Acer saccharum var. saccharum","Aceraceae","L48(N)CAN(N)","native"
"Acer saccharum var. schneckii","Aceraceae","L48(N)","native"
"Acer spicatum","Aceraceae","L48(N)CAN(N)SPM(N)","native"
"Acer tataricum","Aceraceae","L48(I)","alien"
"Acer tataricum var. torminaloides","Aceraceae",NA,NA
"Achillea","Asteraceae","L48(I,N)CAN(I,N)GL(I,N)SPM(I,N)","native"
"Achillea aegyptiaca","Asteraceae",NA,NA
"Achillea ageratifolia","Asteraceae",NA,NA
"Achillea ageratum","Asteraceae","L48(I)","alien"
"Achillea alpina","Asteraceae","CAN(N)NA(N)","native"
"Achillea biserrata","Asteraceae",NA,NA
"Achillea cartilaginea","Asteraceae",NA,NA
"Achillea chrysocoma","Asteraceae",NA,NA
"Achillea clavennae","Asteraceae",NA,NA
"Achillea clusiana","Asteraceae",NA,NA
"Achillea clypeolata","Asteraceae",NA,NA
"Achillea collina","Asteraceae",NA,NA
"Achillea conferta","Asteraceae",NA,NA
"Achillea crithmifolia","Asteraceae",NA,NA
"Achillea distans","Asteraceae","L48(I)CAN(I)","alien"
"Achillea distans ssp. tanacetifolia","Asteraceae",NA,NA
"Achillea erba-rotta","Asteraceae",NA,NA
"Achillea erba-rotta ssp. rupestris","Asteraceae",NA,NA
"Achillea filipendulina","Asteraceae","L48(I)CAN(I)","alien"
"Achillea grandifolia","Asteraceae",NA,NA
"Achillea impatiens","Asteraceae",NA,NA
"Achillea ligustica","Asteraceae","L48(I)","alien"
"Achillea lingulata","Asteraceae",NA,NA
"Achillea macrocephala","Asteraceae",NA,NA
"Achillea macrophylla","Asteraceae",NA,NA
"Achillea millefolium","Asteraceae","L48(I,N)AK(N)HI(I)CAN(NI)GL(N)SPM(NI)","native"
"Achillea millefolium var. alpicola","Asteraceae","L48(N)AK(N)","native"
"Achillea millefolium var. arenicola","Asteraceae","L48(N)","native"
"Achillea millefolium var. borealis","Asteraceae","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Achillea millefolium var. californica","Asteraceae","L48(N)","native"
"Achillea millefolium var. gigantea","Asteraceae","L48(N)","native"
"Achillea millefolium var. litoralis","Asteraceae","L48(N)","native"
"Achillea millefolium var. megacephala","Asteraceae","CAN(N)NA(N)","native"
"Achillea millefolium var. millefolium","Asteraceae","L48(I)HI(I)CAN(I)SPM(I)","alien"
"Achillea millefolium var. nigrescens","Asteraceae","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Achillea millefolium var. occidentalis","Asteraceae","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Achillea millefolium var. pacifica","Asteraceae","L48(N)AK(N)","native"
"Achillea millefolium var. puberula","Asteraceae","L48(N)","native"
"Achillea nobilis","Asteraceae","L48(I)","alien"
"Achillea odorata","Asteraceae",NA,NA
"Achillea pannonica","Asteraceae","CAN(I)NA(I)","alien"
"Achillea ptarmica","Asteraceae","L48(I)AK(I)CAN(I)GL(I)SPM(I)","alien"
"Achillea pyrenaica","Asteraceae",NA,NA
"Achillea setacea","Asteraceae",NA,NA
"Achillea sibirica","Asteraceae","L48(N)AK(N)","native"
"Achillea umbellata","Asteraceae",NA,NA
"Achlys","Berberidaceae","L48(N)CAN(N)","native"
"Achlys californica","Berberidaceae","L48(N)CAN(N)","native"
"Achlys triphylla","Berberidaceae","L48(N)CAN(N)","native"
"Achnatherum","Poaceae","L48(I,N)CAN(N)","native"
"Achnatherum X bloomeri","Poaceae","L48(N)","native"
"Achnatherum aridum","Poaceae","L48(N)","native"
"Achnatherum brachychaetum","Poaceae","L48(I)","alien"
"Achnatherum bromoides","Poaceae",NA,NA
"Achnatherum calamagrostis","Poaceae",NA,NA
"Achnatherum capense","Poaceae","L48(I)","alien"
"Achnatherum caragana","Poaceae",NA,NA
"Achnatherum caudatum","Poaceae","L48(I)","alien"
"Achnatherum clandestinum","Poaceae","L48(I)","alien"
"Achnatherum contractum","Poaceae","L48(N)","native"
"Achnatherum coronatum","Poaceae","L48(N)","native"
"Achnatherum curvifolium","Poaceae","L48(N)","native"
"Achnatherum diegoense","Poaceae","L48(N)","native"
"Achnatherum eminens","Poaceae","L48(N)","native"
"Achnatherum hendersonii","Poaceae","L48(N)","native"
"Achnatherum hymenoides","Poaceae","L48(N)CAN(N)","native"
"Achnatherum latiglume","Poaceae","L48(N)","native"
"Achnatherum lemmonii","Poaceae","L48(N)CAN(N)","native"
"Achnatherum lemmonii var. lemmonii","Poaceae","L48(N)CAN(N)","native"
"Achnatherum lemmonii var. pubescens","Poaceae","L48(N)","native"
"Achnatherum lettermanii","Poaceae","L48(N)","native"
"Achnatherum lobatum","Poaceae","L48(N)","native"
"Achnatherum nelsonii","Poaceae","L48(N)CAN(N)","native"
"Achnatherum nelsonii ssp. dorei","Poaceae","L48(N)CAN(N)","native"
"Achnatherum nelsonii ssp. nelsonii","Poaceae","L48(N)CAN(N)","native"
"Achnatherum nevadense","Poaceae","L48(N)","native"
"Achnatherum occidentale","Poaceae","L48(N)CAN(N)","native"
"Achnatherum occidentale ssp. californicum","Poaceae","L48(N)CAN(N)","native"
"Achnatherum occidentale ssp. occidentale","Poaceae","L48(N)","native"
"Achnatherum occidentale ssp. pubescens","Poaceae","L48(N)CAN(N)","native"
"Achnatherum parishii","Poaceae","L48(N)","native"
"Achnatherum parishii var. depauperatum","Poaceae","L48(N)","native"
"Achnatherum parishii var. parishii","Poaceae","L48(N)","native"
"Achnatherum pekinense","Poaceae",NA,NA
"Achnatherum perplexum","Poaceae","L48(N)","native"
"Achnatherum pinetorum","Poaceae","L48(N)","native"
"Achnatherum richardsonii","Poaceae","L48(N)AK(I)CAN(N)","native"
"Achnatherum robustum","Poaceae","L48(N)","native"
"Achnatherum scribneri","Poaceae","L48(N)","native"
"Achnatherum speciosum","Poaceae","L48(N)","native"
"Achnatherum splendens","Poaceae",NA,NA
"Achnatherum stillmanii","Poaceae","L48(N)","native"
"Achnatherum swallenii","Poaceae","L48(N)","native"
"Achnatherum thurberianum","Poaceae","L48(N)","native"
"Achnatherum wallowaense","Poaceae","L48(N)","native"
"Achnatherum webberi","Poaceae","L48(N)","native"
"XAchnella","Poaceae","L48(I)CAN(N)","alien"
"XAchnella caduca","Poaceae","L48(I)CAN(N)","alien"
"Achyrachaena","Asteraceae","L48(N)","native"
"Achyrachaena mollis","Asteraceae","L48(N)","native"
"Achyranthes","Amaranthaceae","L48(I)","alien"
"Achyranthes aspera","Amaranthaceae","L48(I)HI(I)PR(I)VI(I)","alien"
"Achyranthes aspera var. aspera","Amaranthaceae","L48(I)HI(I)PR(I)VI(I)","alien"
"Achyranthes aspera var. pubescens","Amaranthaceae","L48(I)HI(I)PR(I)","alien"
"Achyranthes bidentata","Amaranthaceae","L48(I)","alien"
"Achyranthes canescens","Amaranthaceae",NA,NA
"Achyranthes japonica","Amaranthaceae","L48(I)","alien"
"Achyranthes japonica var. hachijoensis","Amaranthaceae","L48(I)","alien"
"Achyranthes mutica","Amaranthaceae","HI(N)",NA
"Achyranthes splendens","Amaranthaceae","HI(N)",NA
"Achyranthes splendens var. atollensis","Amaranthaceae","L48(N)HI(N)","native"
"Achyranthes splendens var. rotundata","Amaranthaceae","HI(N)",NA
"Achyranthes splendens var. splendens","Amaranthaceae","HI(N)",NA
"Achyronychia","Caryophyllaceae","L48(N)","native"
"Achyronychia cooperi","Caryophyllaceae","L48(N)","native"
"Acicarpha","Calyceraceae","L48(I)","alien"
"Acicarpha tribuloides","Calyceraceae","L48(I)","alien"
"Acidanthera","Iridaceae",NA,NA
"Acinos","Lamiaceae","L48(I)CAN(I)","alien"
"Acinos arvensis","Lamiaceae","L48(I)CAN(I)","alien"
"Aciphylla","Apiaceae",NA,NA
"Aciphylla ferox","Apiaceae",NA,NA
"Acisanthera","Melastomataceae",NA,NA
"Acisanthera quadrata","Melastomataceae","PR(N)",NA
"Acleisanthes","Nyctaginaceae","L48(N)","native"
"Acleisanthes acutifolia","Nyctaginaceae","L48(N)","native"
"Acleisanthes anisophylla","Nyctaginaceae","L48(N)","native"
"Acleisanthes crassifolia","Nyctaginaceae","L48(N)","native"
"Acleisanthes longiflora","Nyctaginaceae","L48(N)","native"
"Acleisanthes obtusa","Nyctaginaceae","L48(N)","native"
"Acleisanthes wrightii","Nyctaginaceae","L48(N)","native"
"Acmella","Asteraceae","L48(I,N)","native"
"Acmella decumbens","Asteraceae","L48(I)","alien"
"Acmella grandiflora","Asteraceae","L48(I)","alien"
"Acmella iodiscaea","Asteraceae","PR(N)",NA
"Acmella oppositifolia","Asteraceae","L48(N)","native"
"Acmella oppositifolia var. repens","Asteraceae","L48(N)","native"
"Acmella pilosa","Asteraceae","L48(I)","alien"
"Acmella pusilla","Asteraceae","L48(I)PR(I)","alien"
"Acmella uliginosa","Asteraceae",NA,NA
"Acnistus","Solanaceae",NA,NA
"Acnistus arborescens","Solanaceae","PR(N)VI(N)",NA
"Acoelorraphe","Arecaceae","L48(N)","native"
"Acoelorraphe wrightii","Arecaceae","L48(N)","native"
"Aconitum","Ranunculaceae","L48(I,N)CAN(GP)","native"
"Aconitum X bicolor","Ranunculaceae","CAN(GP)NA(GP)",NA
"Aconitum anthora","Ranunculaceae",NA,NA
"Aconitum carmichaelii","Ranunculaceae",NA,NA
"Aconitum columbianum","Ranunculaceae","L48(N)CAN(N)","native"
"Aconitum columbianum ssp. columbianum","Ranunculaceae","L48(N)CAN(N)","native"
"Aconitum columbianum ssp. viviparum","Ranunculaceae","L48(N)","native"
"Aconitum delphiniifolium","Ranunculaceae","AK(N)CAN(N)NA(N)","native"
"Aconitum delphiniifolium ssp. chamissonianum","Ranunculaceae","AK(N)",NA
"Aconitum delphiniifolium ssp. delphiniifolium","Ranunculaceae","AK(N)CAN(N)NA(N)","native"
"Aconitum delphiniifolium ssp. paradoxum","Ranunculaceae","AK(N)CAN(N)NA(N)","native"
"Aconitum ferox","Ranunculaceae",NA,NA
"Aconitum fischeri","Ranunculaceae",NA,NA
"Aconitum infectum","Ranunculaceae","L48(N)","native"
"Aconitum lycoctonum","Ranunculaceae","CAN(W?)NA(W?)",NA
"Aconitum maximum","Ranunculaceae","AK(N)",NA
"Aconitum napellus","Ranunculaceae","L48(I)CAN(I)","alien"
"Aconitum noveboracense","Ranunculaceae","L48(N)","native"
"Aconitum reclinatum","Ranunculaceae","L48(N)","native"
"Aconitum uncinatum","Ranunculaceae","L48(N)","native"
"Aconitum uncinatum ssp. muticum","Ranunculaceae","L48(N)","native"
"Aconitum uncinatum ssp. uncinatum","Ranunculaceae","L48(N)","native"
"Aconitum variegatum","Ranunculaceae","CAN(GP)NA(GP)",NA
"Aconitum vulparia","Ranunculaceae",NA,NA
"Acorus","Acoraceae","L48(I,N)CAN(I,N)","native"
"Acorus americanus","Acoraceae","L48(N)AK(N)CAN(N)","native"
"Acorus calamus","Acoraceae","L48(I)CAN(I)","alien"
"Acorus gramineus","Acoraceae",NA,NA
"Acourtia","Asteraceae","L48(N)","native"
"Acourtia microcephala","Asteraceae","L48(N)","native"
"Acourtia nana","Asteraceae","L48(N)","native"
"Acourtia runcinata","Asteraceae","L48(N)","native"
"Acourtia thurberi","Asteraceae","L48(N)","native"
"Acourtia wrightii","Asteraceae","L48(N)","native"
"Acrachne","Poaceae","L48(I)","alien"
"Acrachne racemosa","Poaceae","L48(I)","alien"
"Acriopsis","Orchidaceae",NA,NA
"Acriopsis liliifolia","Orchidaceae","L48(N)","native"
"Acriopsis liliifolia var. liliifolia","Orchidaceae","L48(N)","native"
"Acrobolbus","Acrobolbaceae","NA(N)","native"
"Acrobolbus ciliatus","Acrobolbaceae","NA(N)","native"
"Acroceras","Poaceae",NA,NA
"Acroceras amplectens","Poaceae",NA,NA
"Acroceras macrum","Poaceae",NA,NA
"Acroceras oryzoides","Poaceae",NA,NA
"Acrocomia","Arecaceae","L48(I)","alien"
"Acrocomia media","Arecaceae","PR(N)VI(N)",NA
"Acrocomia totai","Arecaceae","L48(I)","alien"
"Acrocomia vinifera","Arecaceae",NA,NA
"Acrocordia","Monoblastiaceae","NA(N)","native"
"Acrocordia cavata","Monoblastiaceae","NA(N)","native"
"Acrocordia conoidea","Monoblastiaceae","NA(N)","native"
"Acrocordia gemmata","Monoblastiaceae","NA(N)","native"
"Acrocordia megalospora","Monoblastiaceae","NA(N)","native"
"Acrolejeunea","Lejeuneaceae","NA(N)","native"
"Acrolejeunea heterophylla","Lejeuneaceae","NA(N)","native"
"Acronychia","Rutaceae",NA,NA
"Acronychia heterophylla","Rutaceae",NA,NA
"Acroporium","Sematophyllaceae","NA(N)","native"
"Acroporium smallii","Sematophyllaceae","NA(N)","native"
"Acroptilon","Asteraceae","L48(I)CAN(I)","alien"
"Acroptilon repens","Asteraceae","L48(I)CAN(I)","alien"
"Acroscyphus","Caliciaceae","NA(N)","native"
"Acroscyphus sphaerophoroides","Caliciaceae","NA(N)","native"
"Acrostichum","Pteridaceae","L48(N)","native"
"Acrostichum aureum","Pteridaceae","L48(N)HI(I)PR(N)VI(N)","native"
"Acrostichum danaeifolium","Pteridaceae","L48(N)PR(N)VI(N)","native"
"Acrostichum speciosum","Pteridaceae","L48(N)","native"
"Actaea","Ranunculaceae","L48(I,N)CAN(N)","native"
"Actaea X ludovici","Ranunculaceae","L48(N)CAN(N)","native"
"Actaea arizonica","Ranunculaceae","L48(N)","native"
"Actaea elata","Ranunculaceae","L48(N)CAN(N)","native"
"Actaea laciniata","Ranunculaceae","L48(N)","native"
"Actaea pachypoda","Ranunculaceae","L48(N)CAN(N)","native"
"Actaea podocarpa","Ranunculaceae","L48(N)","native"
"Actaea racemosa","Ranunculaceae","L48(N)CAN(N)","native"
"Actaea racemosa var. dissecta","Ranunculaceae","L48(N)","native"
"Actaea racemosa var. racemosa","Ranunculaceae","L48(N)CAN(N)","native"
"Actaea rubifolia","Ranunculaceae","L48(N)","native"
"Actaea rubra","Ranunculaceae","L48(N)AK(N)CAN(N)","native"
"Actaea rubra ssp. arguta","Ranunculaceae","L48(N)AK(N)CAN(N)","native"
"Actaea rubra ssp. rubra","Ranunculaceae","L48(N)AK(N)CAN(N)","native"
"Actaea spicata","Ranunculaceae","L48(I)","alien"
"Actinidia","Actinidiaceae","L48(I)","alien"
"Actinidia arguta","Actinidiaceae","L48(I)","alien"
"Actinidia chinensis","Actinidiaceae","L48(I)","alien"
"Actinidia chinensis var. deliciosa","Actinidiaceae","L48(I)","alien"
"Actinidia polygama","Actinidiaceae","L48(I)","alien"
"Actinostachys","Schizaeaceae",NA,NA
"Actinostachys digitata","Schizaeaceae","L48(N)","native"
"Actinostachys inopinata","Schizaeaceae","L48(N)","native"
"Actinostachys pennula","Schizaeaceae","L48(N)PR(N)","native"
"Actinostachys spirophylla","Schizaeaceae","L48(N)","native"
"Adansonia","Bombacaceae",NA,NA
"Adansonia digitata","Bombacaceae","PR(I)",NA
"Adelia","Euphorbiaceae","L48(N)","native"
"Adelia ricinella","Euphorbiaceae","PR(N)VI(N)",NA
"Adelia vaseyi","Euphorbiaceae","L48(N)","native"
"Adelococcus","Verrucariaceae","NA(N)","native"
"Adelococcus alpestris","Verrucariaceae","NA(N)","native"
"Adelolecia","Bacidiaceae","NA(N)","native"
"Adelolecia kolaensis","Bacidiaceae","NA(N)","native"
"Adelolecia pilati","Bacidiaceae","NA(N)","native"
"Adenanthera","Fabaceae","L48(I)","alien"
"Adenanthera pavonina","Fabaceae","L48(I)HI(I)PR(I)VI(I)","alien"
"Adenium","Apocynaceae",NA,NA
"Adenium obesum","Apocynaceae",NA,NA
"Adenocarpus","Fabaceae",NA,NA
"Adenocarpus foliolosus","Fabaceae",NA,NA
"Adenocaulon","Asteraceae","L48(N)CAN(N)","native"
"Adenocaulon bicolor","Asteraceae","L48(N)CAN(N)","native"
"Adenophorus","Grammitidaceae",NA,NA
"Adenophorus X abbottiae","Grammitidaceae","HI(N)",NA
"Adenophorus X carsonii","Grammitidaceae","HI(N)",NA
"Adenophorus abietinus","Grammitidaceae","HI(N)",NA
"Adenophorus epigaeus","Grammitidaceae","HI(N)",NA
"Adenophorus haalilioanus","Grammitidaceae","HI(N)",NA
"Adenophorus hymenophylloides","Grammitidaceae","HI(N)",NA
"Adenophorus montanus","Grammitidaceae","HI(N)",NA
"Adenophorus oahuensis","Grammitidaceae","HI(N)",NA
"Adenophorus periens","Grammitidaceae","HI(N)",NA
"Adenophorus pinnatifidus","Grammitidaceae","HI(N)",NA
"Adenophorus tamariscinus","Grammitidaceae","HI(N)",NA
"Adenophorus tripinnatifidus","Grammitidaceae","HI(N)",NA
"Adenophyllum","Asteraceae","L48(N)","native"
"Adenophyllum cooperi","Asteraceae","L48(N)","native"
"Adenophyllum porophylloides","Asteraceae","L48(N)","native"
"Adenophyllum porophyllum","Asteraceae","L48(N)","native"
"Adenophyllum wrightii","Asteraceae","L48(N)","native"
"Adenosma","Scrophulariaceae",NA,NA
"Adenosma javanica","Scrophulariaceae","L48(N)","native"
"Adenostemma","Asteraceae",NA,NA
"Adenostemma berteroi","Asteraceae",NA,NA
"Adenostemma lanceolatum","Asteraceae","L48(N)","native"
"Adenostemma lavenia","Asteraceae","L48(N)HI(N)","native"
"Adenostemma verbesina","Asteraceae","PR(N)VI(N)",NA
"Adenostoma","Rosaceae","L48(N)","native"
"Adenostoma fasciculatum","Rosaceae","L48(N)","native"
"Adenostoma fasciculatum var. fasciculatum","Rosaceae","L48(N)","native"
"Adenostoma fasciculatum var. obtusifolium","Rosaceae","L48(N)","native"
"Adenostoma sparsifolium","Rosaceae","L48(N)","native"
"Adesmia","Fabaceae",NA,NA
"Adesmia bicolor","Fabaceae",NA,NA
"Adesmia filifolia","Fabaceae",NA,NA
"Adesmia incana","Fabaceae",NA,NA
"Adesmia microphylla","Fabaceae",NA,NA
"Adesmia muricata","Fabaceae",NA,NA
"Adesmia tenella","Fabaceae",NA,NA
"Adiantum","Pteridaceae","L48(I,N)CAN(N)","native"
"Adiantum X tracyi","Pteridaceae","L48(N)","native"
"Adiantum aleuticum","Pteridaceae","L48(N)AK(N)CAN(N)","native"
"Adiantum anceps","Pteridaceae","L48(N)","native"
"Adiantum capillus-veneris","Pteridaceae","L48(N)HI(N)PR(N)CAN(N)","native"
"Adiantum caudatum","Pteridaceae","L48(I)","alien"
"Adiantum concinnum","Pteridaceae","PR(N)",NA
"Adiantum fragile","Pteridaceae","PR(N)VI(N)",NA
"Adiantum fragile var. fragile","Pteridaceae","PR(N)VI(N)",NA
"Adiantum fragile var. rigidulum","Pteridaceae","PR(N)VI(N)",NA
"Adiantum hirsutum","Pteridaceae",NA,NA
"Adiantum hispidulum","Pteridaceae","L48(I)HI(I)","alien"
"Adiantum jordanii","Pteridaceae","L48(N)","native"
"Adiantum latifolium","Pteridaceae","PR(N)VI(N)",NA
"Adiantum macrophyllum","Pteridaceae","PR(N)",NA
"Adiantum melanoleucum","Pteridaceae","L48(N)PR(N)","native"
"Adiantum obliquum","Pteridaceae","PR(N)",NA
"Adiantum palaoense","Pteridaceae","L48(N)","native"
"Adiantum pedatum","Pteridaceae","L48(N)CAN(N)","native"
"Adiantum petiolatum","Pteridaceae","PR(N)",NA
"Adiantum philippense","Pteridaceae","L48(N)","native"
"Adiantum pulverulentum","Pteridaceae","PR(N)VI(N)",NA
"Adiantum pyramidale","Pteridaceae","PR(N)VI(N)",NA
"Adiantum raddianum","Pteridaceae","HI(I)",NA
"Adiantum shastense","Pteridaceae","L48(N)","native"
"Adiantum tenerum","Pteridaceae","L48(N)HI(I)PR(N)VI(N)","native"
"Adiantum tetraphyllum","Pteridaceae","PR(N)",NA
"Adiantum trapeziforme","Pteridaceae","L48(I)","alien"
"Adiantum tricholepis","Pteridaceae","L48(N)","native"
"Adiantum villosum","Pteridaceae","L48(N)PR(N)VI(N)","native"
"Adiantum viridimontanum","Pteridaceae","L48(N)CAN(N)","native"
"Adiantum vivesii","Pteridaceae","PR(N)",NA
"Adiantum wilsonii","Pteridaceae","PR(N)",NA
"Adlumia","Fumariaceae","L48(N)CAN(N)","native"
"Adlumia fungosa","Fumariaceae","L48(N)CAN(N)","native"
"Adolphia","Rhamnaceae","L48(N)","native"
"Adolphia californica","Rhamnaceae","L48(N)","native"
"Adolphia infesta","Rhamnaceae","L48(N)","native"
"Adonis","Ranunculaceae","L48(I)CAN(I)","alien"
"Adonis aestivalis","Ranunculaceae","L48(I)","alien"
"Adonis annua","Ranunculaceae","L48(I)CAN(I)","alien"
"Adonis vernalis","Ranunculaceae","L48(I)","alien"
"Adoxa","Adoxaceae","L48(N)CAN(N)","native"
"Adoxa moschatellina","Adoxaceae","L48(N)AK(N)CAN(N)","native"
"Aechmea","Bromeliaceae",NA,NA
"Aechmea fasciata","Bromeliaceae","PR(I)",NA
"Aechmea lingulata","Bromeliaceae","PR(N)VI(N)",NA
"Aechmea nudicaulis","Bromeliaceae","PR(N)",NA
"Aegilops","Poaceae","L48(I)","alien"
"Aegilops bicornis","Poaceae",NA,NA
"Aegilops comosa","Poaceae",NA,NA
"Aegilops crassa","Poaceae","L48(I)","alien"
"Aegilops cylindrica","Poaceae","L48(I)","alien"
"Aegilops geniculata","Poaceae","L48(I)","alien"
"Aegilops longissima","Poaceae",NA,NA
"Aegilops lorentii","Poaceae",NA,NA
"Aegilops neglecta","Poaceae","L48(I)","alien"
"Aegilops searsii","Poaceae",NA,NA
"Aegilops speltoides","Poaceae",NA,NA
"Aegilops tauschii","Poaceae","L48(I)","alien"
"Aegilops triuncialis","Poaceae","L48(I)","alien"
"Aegilops umbellulata","Poaceae",NA,NA
"Aegilops ventricosa","Poaceae",NA,NA
"Aeginetia","Orobanchaceae",NA,NA
"Aeginetia indica","Orobanchaceae",NA,NA
"Aegiphila","Verbenaceae","L48(N)","native"
"Aegiphila elata","Verbenaceae","L48(N)PR(N)","native"
"Aegiphila integrifolia","Verbenaceae","VI(I?)",NA
